part_number;rfq_create_date
BACR15BA3AD10;08.12.2023
BACR15BA3AD10C;30.11.2023
BACR15BA3AD12;15.01.2024
BACR15BA3AD12C;04.04.2024
BACR15BA3AD16C;26.09.2023
BACR15BA3AD2;04.04.2024
BACR15BA3AD20C;26.09.2023
BACR15BA3AD2C;04.04.2024
BACR15BA3AD3C;10.05.2024
BACR15BA3AD4;05.02.2024
BACR15BA3AD4C;29.11.2023
BACR15BA3AD5;28.11.2023
BACR15BA3AD6C;08.07.2024
BACR15BA3AD8;29.01.2024
BACR15BA3AD8C;08.05.2024
BACR15BA3ADC;31.05.2024
BACR15BA3ADC14;12.03.2024
BACR15BA3D;27.03.2024
BACR15BA3D-10;06.08.2024
BACR15BA3D10C;06.08.2024
BACR15BA3D14C;08.07.2024
BACR15BA3D4;02.05.2024
BACR15BA3D4C;09.02.2024
BACR15BA3D6C;24.06.2024
BACR15BA3D8C;26.09.2023
BACR15BA3DC;30.09.2023
BACR15BA4AD;29.03.2024
BACR15BA4AD10C;30.05.2024
BACR15BA4AD12C;28.11.2023
BACR15BA4AD14;08.02.2024
BACR15BA4AD5C;20.03.2024
BACR15BA4AD6C;12.08.2024
BACR15BA4AD8;28.11.2023
BACR15BA4ADC;30.05.2024
BACR15BA4B;30.04.2024
BACR15BA4D;30.07.2024
BACR15BA4D14;19.03.2024
BACR15BA4D6;28.11.2023
BACR15BA4DC;22.01.2024
BACR15BA4DD-9;09.07.2024
BACR15BA4DD10;28.09.2023
BACR15BA4DD14;19.03.2024
BACR15BA4N;26.01.2024
BACR15BA5AD;29.11.2023
BACR15BA5AD10;11.01.2024
BACR15BA5AD10C;08.07.2024
BACR15BA5AD12C;29.11.2023
BACR15BA5AD14;08.02.2024
BACR15BA5AD16C;08.07.2024
BACR15BA5AD20C;26.09.2023
BACR15BA5AD8C;08.12.2023
BACR15BA5ADC;26.06.2024
BACR15BA5B12;06.12.2023
BACR15BA5B12C;06.12.2023
BACR15BA5D10;28.06.2024
BACR15BA5D10C;28.09.2023
BACR15BA5D12;08.12.2023
BACR15BA5D14;08.02.2024
BACR15BA5DD14;19.03.2024
BACR15BA6AD10C;28.11.2023
BACR15BA6AD12;07.02.2024
BACR15BA6AD12C;29.01.2024
BACR15BA6AD14;08.02.2024
BACR15BA6AD14C;26.09.2023
BACR15BA6AD16C;01.08.2024
BACR15BA6AD20C;26.09.2023
BACR15BA6AD8;28.11.2023
BACR15BA6AD8C;28.11.2023
BACR15BA6ADC;28.04.2024
BACR15BA6D14;08.02.2024
BACR15BA6D14C;22.10.2023
BACR15BA6DD14;19.03.2024
BACR15BA6KE10C;08.05.2024
BACR15BA6KEC;12.03.2024
BACR15BA7D10C;06.02.2024
BACR15BB10D10;17.08.2023
BACR15BB10D10C;17.08.2023
BACR15BB10DD20;24.07.2024
BACR15BB2BC;25.01.2024
BACR15BB3AD14;19.03.2024
BACR15BB4A;10.06.2024
BACR15BB4A3;05.01.2024
BACR15BB4A3C;15.02.2024
BACR15BB4AD;29.11.2023
BACR15BB4AD10C;08.07.2024
BACR15BB4AD12;31.05.2024
BACR15BB4AD12C;31.05.2024
BACR15BB4AD14;08.02.2024
BACR15BB4AD14C;26.01.2024
BACR15BB4AD4C;25.06.2024
BACR15BB4AD6C;29.11.2023
BACR15BB4AD8;27.02.2024
BACR15BB4AD8C;08.07.2024
BACR15BB4ADC;30.05.2024
BACR15BB4D;23.03.2024
BACR15BB4D14;19.03.2024
BACR15BB4D4C;23.08.2024
BACR15BB4D5C;23.08.2024
BACR15BB4D6C;23.08.2024
BACR15BB4D8C;23.08.2024
BACR15BB4D9C;26.09.2023
BACR15BB4DD14;19.03.2024
BACR15BB5A12;19.04.2024
BACR15BB5AD10C;17.12.2023
BACR15BB5AD14;19.03.2024
BACR15BB5AD16C;26.09.2023
BACR15BB5AD20C;08.07.2024
BACR15BB5AD5C;26.01.2024
BACR15BB5AD8C;09.10.2023
BACR15BB5D;29.11.2023
BACR15BB5D-5;20.03.2024
BACR15BB5D-7;20.03.2024
BACR15BB5D-9;20.03.2024
BACR15BB5D10;05.10.2023
BACR15BB5D10D;29.11.2023
BACR15BB5D12C;29.11.2023
BACR15BB5D14;08.02.2024
BACR15BB5D16C;08.07.2024
BACR15BB5D3C;31.12.2023
BACR15BB5D4C;31.12.2023
BACR15BB5D6C;17.10.2023
BACR15BB5D8C;31.12.2023
BACR15BB5DC10;26.12.2023
BACR15BB5DD14;08.02.2024
BACR15BB6;27.05.2024
BACR15BB6AD12C;13.02.2024
BACR15BB6AD14;19.03.2024
BACR15BB6AD16C;13.02.2024
BACR15BB6AD22C;08.07.2024
BACR15BB6AD5C;26.01.2024
BACR15BB6AD6C;26.01.2024
BACR15BB6AD7C;26.01.2024
BACR15BB6AD8C;09.10.2023
BACR15BB6AD9C;26.09.2023
BACR15BB6B;09.05.2024
BACR15BB6B12C;19.04.2024
BACR15BB6D;06.04.2024
BACR15BB6D-10;20.03.2024
BACR15BB6D-6;20.03.2024
BACR15BB6D-8;20.03.2024
BACR15BB6D10;17.10.2023
BACR15BB6D10C;26.09.2023
BACR15BB6D11C;06.02.2024
BACR15BB6D12;08.10.2023
BACR15BB6D12C;12.07.2024
BACR15BB6D13C;06.02.2024
BACR15BB6D14;19.03.2024
BACR15BB6D14C;25.09.2023
BACR15BB6D16;13.08.2024
BACR15BB6D16C;31.01.2024
BACR15BB6D18C;08.07.2024
BACR15BB6D4C;02.11.2023
BACR15BB6D7C;17.10.2023
BACR15BB6DC10;17.10.2023
BACR15BB6DD11;20.03.2024
BACR15BB6DD14;08.02.2024
BACR15BB7AD10C;15.10.2023
BACR15BB7D10C;06.02.2024
BACR15BB7D14C;26.09.2023
BACR15BB7D16C;28.11.2023
BACR15BB7D5C;06.02.2024
BACR15BB7D6C;06.02.2024
BACR15BB7D7C;06.02.2024
BACR15BB7D8C;06.02.2024
BACR15BB7D9C;06.02.2024
BACR15BB8AD10C;25.03.2024
BACR15BB8AD12C;25.03.2024
BACR15BB8D10C;28.11.2023
BACR15BB8D11C;02.11.2023
BACR15BB8D14C;02.11.2023
BACR15BB8D16C;10.10.2023
BACR15BB8D9C;06.02.2024
BACR15BB9D10C;06.02.2024
BACR15BB9D11C;06.02.2024
BACR15BB9D7C;06.02.2024
BACR15BB9D8C;06.02.2024
BACR15BB9D9C;06.02.2024
BACR15BC;13.10.2023
BACR15CE3AD;24.04.2024
BACR15CE3AD6;15.04.2024
BACR15CE3AD8;23.01.2024
BACR15CE3AD8C;23.01.2024
BACR15CE3D;08.04.2024
BACR15CE3D-6;20.03.2024
BACR15CE3D9;10.11.2023
BACR15CE3M;07.02.2024
BACR15CE3M12;28.04.2024
BACR15CE3M5;25.07.2024
BACR15CE4AD;28.11.2023
BACR15CE4D;19.11.2023
BACR15CE4D-6;20.03.2024
BACR15CE4D-8;20.03.2024
BACR15CE4D10;08.07.2024
BACR15CE4D14;04.02.2024
BACR15CE5AD;11.04.2024
BACR15CE5AD10;09.10.2023
BACR15CE5AD12;14.12.2023
BACR15CE5AD8;28.11.2023
BACR15CE5B;29.03.2024
BACR15CE5B10;18.07.2024
BACR15CE5B7;18.07.2024
BACR15CE5D;29.11.2023
BACR15CE5D-4;20.03.2024
BACR15CE5D-6;20.03.2024
BACR15CE5D10;29.03.2024
BACR15CE5D10D;29.11.2023
BACR15CE5D12;30.05.2024
BACR15CE5D14;10.06.2024
BACR15CE5D16;08.07.2024
BACR15CE5M;25.02.2024
BACR15CE5M10;26.09.2023
BACR15CE5M7;24.06.2024
BACR15CE6AD14;08.07.2024
BACR15CE6AD16;08.02.2024
BACR15CE6AD18;08.07.2024
BACR15CE6AD8;08.07.2024
BACR15CE6D-10;20.03.2024
BACR15CE6D-4;20.03.2024
BACR15CE6D-6;20.03.2024
BACR15CE6D-8;25.04.2024
BACR15CE6D10;29.03.2024
BACR15CE6D10C;04.12.2023
BACR15CE6D11;27.02.2024
BACR15CE6D12;14.11.2023
BACR15CE6D14;13.11.2023
BACR15CE6D18;28.11.2023
BACR15CE6D20;08.07.2024
BACR15CE6D6;17.01.2024
BACR15CE6D8;28.11.2023
BACR15CE6DD10;04.12.2023
BACR15CE6KE11;27.02.2024
BACR15CE6KE12;08.10.2023
BACR15CE6KE20;05.12.2023
BACR15CE6M;21.01.2024
BACR15CE6M-12;26.05.2024
BACR15CE6M10;24.04.2024
BACR15CE6M11;16.04.2024
BACR15CE6M12;16.04.2024
BACR15CE6M13;16.04.2024
BACR15CE6M5;20.08.2024
BACR15CE6M8;20.06.2024
BACR15CE6M9;16.04.2024
BACR15CE7D20;05.12.2023
BACR15CE7KE20;05.12.2023
BACR15CE8AD5;02.11.2023
BACR15CE8AD6;02.11.2023
BACR15CE8M8;02.08.2024
BACR15CF286-5;03.04.2024
BACR15DG8AD12;12.04.2024
BACR15DJ5-2;08.07.2024
BACR15DR3-04;14.02.2024
BACR15DR3-05;19.03.2024
BACR15DR3-06;10.10.2023
BACR15DR3-08;10.10.2023
BACR15DR3-10;10.10.2023
BACR15DR3-12;10.10.2023
BACR15DR3-14;27.12.2023
BACR15DR3-2;29.02.2024
BACR15DR3-3;25.01.2024
BACR15DR3-4;27.04.2024
BACR15DR3-5;23.07.2024
BACR15DR3-6;15.10.2023
BACR15DR3-7;09.04.2024
BACR15DR3-8;30.07.2024
BACR15DR3A;11.08.2023
BACR15DR3A4;28.11.2023
BACR15DR3A5;23.05.2024
BACR15DR3A6;15.03.2024
BACR15DR3A8;15.03.2024
BACR15DR3AC10;30.11.2023
BACR15DR3AC11;27.02.2024
BACR15DR3AC15;28.09.2023
BACR15DR3AC2;27.03.2024
BACR15DR3AC3;26.04.2024
BACR15DR3AC4;27.04.2024
BACR15DR3AC5;13.12.2023
BACR15DR3AC7;21.11.2023
BACR15DR3AC8;28.09.2023
BACR15DR3AN10;19.08.2024
BACR15DR3AN2;25.12.2023
BACR15DR3AN3;26.04.2024
BACR15DR3AN4;27.04.2024
BACR15DR3AN5;10.07.2024
BACR15DR3AN7;28.09.2023
BACR15DR3AN8;28.09.2023
BACR15DR3PA2;29.07.2024
BACR15DR3PA3;29.07.2024
BACR15DR3PAC3;26.09.2023
BACR15DR4;24.09.2023
BACR15DR4-9;26.07.2024
BACR15DR4A-3;09.07.2024
BACR15DR4A3;19.08.2024
BACR15DR4A4;24.05.2024
BACR15DR4AC4;27.06.2024
BACR15DR4AC5;17.12.2023
BACR15DR4AC6;06.12.2023
BACR15DR4AC9;26.07.2024
BACR15DR4AN3;28.09.2023
BACR15DR4AN4;27.06.2024
BACR15DR4AN6;06.12.2023
BACR15DX5M12;28.11.2023
BACR15DX6-09;10.04.2024
BACR15EB-P6-2;08.07.2024
BACR15EB-P6-3;08.07.2024
BACR15EB-P6-4;08.07.2024
BACR15EB-P6-6;08.07.2024
BACR15EB5P3;08.07.2024
BACR15EB5P4;08.07.2024
BACR15EB5P5;08.07.2024
BACR15EB6P2;08.07.2024
BACR15EB6P3;08.07.2024
BACR15EB6P4;08.07.2024
BACR15EB6P6;08.07.2024
BACR15FH10DD27;05.12.2023
BACR15FH6AD16;22.12.2023
BACR15FH6AD3C;11.04.2024
BACR15FH6AD4C;11.04.2024
BACR15FH6AD5C;11.04.2024
BACR15FH6AD6C;17.04.2024
BACR15FH6AD7C;11.04.2024
BACR15FH6AD8C;17.04.2024
BACR15FH6AD9C;11.04.2024
BACR15FH8AD10;12.08.2024
BACR15FH8AD12;31.03.2024
BACR15FH8AD15;12.08.2024
BACR15FP5B6R;08.07.2024
BACR15FP5E2R;13.11.2023
BACR15FP5E3R;13.11.2023
BACR15FP5E4R;21.02.2024
BACR15FP5E5R;21.02.2024
BACR15FP5F3R;19.08.2024
BACR15FP5M3R;02.05.2024
BACR15FP5M4R;02.05.2024
BACR15FP5M5R;02.05.2024
BACR15FP5MP3;28.06.2024
BACR15FP5MP3R;28.06.2024
BACR15FP5MP4R;24.10.2023
BACR15FP6E2;13.06.2024
BACR15FP6E2R;31.10.2023
BACR15FP6E3R;31.10.2023
BACR15FP6E4R;28.11.2023
BACR15FP6F2R;31.10.2023
BACR15FP6F3R;31.10.2023
BACR15FP6F4;13.11.2023
BACR15FP6F4R;28.11.2023
BACR15FP6F5R;28.11.2023
BACR15FP6MP2R;21.02.2024
BACR15FP6MP3R;21.02.2024
BACR15FP6MP4R;21.02.2024
BACR15FP6MP5R;23.01.2024
BACR15FR4E3R;27.05.2024
BACR15FR4E4;11.04.2024
BACR15FR4E5R;11.04.2024
BACR15FR4ER;25.04.2024
BACR15FR4F3R;27.05.2024
BACR15FR4M2;08.07.2024
BACR15FR4M3;08.07.2024
BACR15FR5B2R;08.07.2024
BACR15FR5B4R;08.07.2024
BACR15FR5E2R;13.11.2023
BACR15FR5E3R;20.03.2024
BACR15FR5E4;28.11.2023
BACR15FR5E4R;13.11.2023
BACR15FR5F3R;28.09.2023
BACR15FR5MP3R;23.01.2024
BACR15FR6F2R;13.11.2023
BACR15FR6F3R;13.11.2023
BACR15FR6F4R;21.06.2024
BACR15FR6F5R;21.06.2024
BACR15FR6F6R;13.11.2023
BACR15FR6M3;08.07.2024
BACR15FR6M4;08.07.2024
BACR15FR6M4R;28.11.2023
BACR15FR6M5R;28.11.2023
BACR15FR6MP2R;08.07.2024
BACR15FR6MP3R;08.07.2024
BACR15FR6MP4R;08.07.2024
BACR15FR6MP5R;08.07.2024
BACR15FT3D;27.03.2024
BACR15FT4AD12;14.01.2024
BACR15FT5AD10;29.11.2023
BACR15FT5AD10C;29.11.2023
BACR15FT5AD12;19.02.2024
BACR15FT5AD14;08.07.2024
BACR15FT5AD14C;08.07.2024
BACR15FT5AD16;08.07.2024
BACR15FT5AD16C;08.07.2024
BACR15FT5ADC;18.07.2024
BACR15FT5D10;20.03.2024
BACR15FT5D10C;31.03.2024
BACR15FT5D12;20.03.2024
BACR15FT5D12C;19.07.2024
BACR15FT5D14;20.03.2024
BACR15FT5D16;08.07.2024
BACR15FT5D16C;26.09.2023
BACR15FT5D5C;14.11.2023
BACR15FT5D7C;03.10.2023
BACR15FT5D8;20.03.2024
BACR15FT5D8C;13.07.2024
BACR15FT5D9C;26.09.2023
BACR15FT5DC;20.11.2023
BACR15FT5KE14C;08.05.2024
BACR15FT6AD;17.10.2023
BACR15FT6AD12;12.07.2024
BACR15FT6AD12C;21.12.2023
BACR15FT6AD18;28.09.2023
BACR15FT6AD18C;08.07.2024
BACR15FT6AD20C;08.07.2024
BACR15FT6AD7;28.11.2023
BACR15FT6ADC;04.06.2024
BACR15FT6D;11.03.2024
BACR15FT6D10C;29.09.2023
BACR15FT6D11C;03.10.2023
BACR15FT6D12C;30.11.2023
BACR15FT6D14;28.11.2023
BACR15FT6D14C;08.10.2023
BACR15FT6D18;08.07.2024
BACR15FT6D18C;08.07.2024
BACR15FT6D5C;03.10.2023
BACR15FT6D6C;03.10.2023
BACR15FT6D7C;03.10.2023
BACR15FT6D8C;27.03.2024
BACR15FT6D9C;20.08.2024
BACR15FT6KE16C;28.11.2023
BACR15FT6KE9C;27.02.2024
BACR15FT7AD14C;08.07.2024
BACR15FT7AD18C;08.07.2024
BACR15FT7KE10C;28.11.2023
BACR15FT8AD10C;27.09.2023
BACR15FT8AD18C;08.07.2024
BACR15FT8D11C;03.10.2023
BACR15FT8D12C;14.12.2023
BACR15FT8D16C;02.08.2024
BACR15FT8D6C;03.10.2023
BACR15FT8D7C;03.10.2023
BACR15FT8D8C;03.10.2023
BACR15FT8D9C;03.10.2023
BACR15FT8KE14C;28.11.2023
BACR15FT8KE16C;28.11.2023
BACR15FV;26.06.2024
BACR15FV5KE10;28.11.2023
BACR15FV5KE14;29.04.2024
BACR15FV5KE16;29.04.2024
BACR15FV5KE18;29.04.2024
BACR15FV5KE5;12.03.2024
BACR15FV5KE8;03.12.2023
BACR15FV6KE10;26.09.2023
BACR15FV6KE14;22.04.2024
BACR15GA5-10;01.07.2024
BACR15GA5-13;19.08.2024
BACR15GA5-13B;19.08.2024
BACR15GA5-14;09.07.2024
BACR15GA5-15;19.08.2024
BACR15GA5-16;19.08.2024
BACR15GA5-16B;19.08.2024
BACR15GA5-5;27.06.2024
BACR15GA5-5B;27.06.2024
BACR15GA5-6;28.03.2024
BACR15GA5-6B;29.09.2023
BACR15GA5-7;28.03.2024
BACR15GA5-8;28.03.2024
BACR15GA5-9;01.07.2024
BACR15GA6-11;26.09.2023
BACR15GA6-3;19.04.2024
BACR15GA6-3B;02.07.2024
BACR15GA6-7B;28.09.2023
BACR15GA6-8;28.09.2023
BACR15GE3CW;01.05.2024
BACR15GE3CW2;11.06.2024
BACR15GE3CW3;10.06.2024
BACR15GE3CW5;30.11.2023
BACR15GE3CW6;10.06.2024
BACR15GF10D11;28.06.2024
BACR15GF10D12;28.06.2024
BACR15GF10D13;28.06.2024
BACR15GF10D14;28.06.2024
BACR15GF10D15;28.06.2024
BACR15GF10D16;28.06.2024
BACR15GF10D17;28.06.2024
BACR15GF10D18;28.06.2024
BACR15GF3D;29.10.2023
BACR15GF3D10;04.03.2024
BACR15GF3D10C;21.02.2024
BACR15GF3D12;08.05.2024
BACR15GF3D14;04.03.2024
BACR15GF3D5;26.09.2023
BACR15GF3D8;18.11.2023
BACR15GF4D10;10.10.2023
BACR15GF4D12;17.11.2023
BACR15GF4D5;25.03.2024
BACR15GF4D9;25.03.2024
BACR15GF5D;27.09.2023
BACR15GF5D10;30.11.2023
BACR15GF5D10C;28.09.2023
BACR15GF5D12;30.05.2024
BACR15GF5D14;08.07.2024
BACR15GF5D16;08.07.2024
BACR15GF5D20;10.12.2023
BACR15GF5D5;28.11.2023
BACR15GF5D6;29.09.2023
BACR15GF5D8;29.09.2023
BACR15GF6D;15.10.2023
BACR15GF6D10;30.11.2023
BACR15GF6D11;20.03.2024
BACR15GF6D12;29.09.2023
BACR15GF6D12C;04.12.2023
BACR15GF6D13;29.09.2023
BACR15GF6D14;20.03.2024
BACR15GF6D15;20.03.2024
BACR15GF6D16;23.01.2024
BACR15GF6D18;08.07.2024
BACR15GF6D20;08.07.2024
BACR15GF6D6;30.10.2023
BACR15GF6D7;29.09.2023
BACR15GF6D8;29.09.2023
BACR15GF6D9;29.09.2023
BACR15GF7D10;26.09.2023
BACR15GF7D11;25.09.2023
BACR15GF7D12;25.09.2023
BACR15GF7D13;25.09.2023
BACR15GF7D14;25.09.2023
BACR15GF7D15;21.09.2023
BACR15GF7D16;25.09.2023
BACR15GF7D18;12.10.2023
BACR15GF7D20;12.10.2023
BACR15GF7D22;12.10.2023
BACR15GF7D24;12.10.2023
BACR15GF7D28;12.10.2023
BACR15GF8D10;29.09.2023
BACR15GF8D11;29.09.2023
BACR15GF8D12;29.09.2023
BACR15GF8D13;06.02.2024
BACR15GF8D8;05.12.2023
BACR15GF8D9;06.02.2024
BACR15GK5E2;27.06.2024
BACR15GK6E4;25.11.2023
BACR15GP3R2W;28.11.2023
BACR15GR3-5;19.03.2024
BACR15R6CED12;04.12.2023
BACR17E12-8;13.12.2023
BACR17E5-4;12.04.2024
BACR24E2ACL66;08.11.2023
BACR31A6;11.08.2024
BACRBB6D-4;20.03.2024
BACREFD00120;21.08.2024
BACS10A-3;08.07.2024
BACS10A3N;08.07.2024
BACS11AK2;26.09.2023
BACS11W3C;04.10.2023
BACS11W4;25.06.2024
BACS12BP04AF5;02.05.2024
BACS12CB04-5;27.05.2024
BACS12CB08-11;01.02.2024
BACS12CB08-12;30.05.2024
BACS12CB08-14;30.05.2024
BACS12CB08-7;02.05.2024
BACS12CB3-18;04.07.2024
BACS12CB3-3;03.04.2024
BACS12CB3-4;10.04.2024
BACS12CB8-4;18.07.2024
BACS12CK04-8;29.03.2024
BACS12CK06-5;14.06.2024
BACS12CK06H5;13.03.2024
BACS12CK06H6;27.05.2024
BACS12CK08-6;30.01.2024
BACS12CK08-7;15.08.2024
BACS12CK08-8;23.07.2024
BACS12CK08-9;03.10.2023
BACS12CK3-6;30.03.2024
BACS12CK3-7;20.05.2024
BACS12CK3-8;31.08.2023
BACS12CK3D22;22.08.2023
BACS12CK3D32;22.08.2023
BACS12CK3H10;27.05.2024
BACS12CK3H7;27.02.2024
BACS12CK3H8;27.02.2024
BACS12CK3U10;06.06.2024
BACS12CK3U8;08.07.2024
BACS12CK4-30;22.02.2024
BACS12CK4U6P;22.01.2024
BACS12ER06C5;25.12.2023
BACS12ER06K10;15.04.2024
BACS12ER06K5;19.08.2024
BACS12ER06K6;21.01.2024
BACS12ER06K6BK;25.06.2024
BACS12ER06K8WT;24.06.2024
BACS12ER08K12;31.12.2023
BACS12ER08K12WT;09.02.2024
BACS12ER08K5;20.05.2024
BACS12ER08K6;21.01.2024
BACS12ER08K7;07.01.2024
BACS12ER08K8;26.04.2024
BACS12ER3C10;23.01.2024
BACS12ER3K10;29.11.2023
BACS12ER3K10WH;26.01.2024
BACS12ER3K11;19.09.2023
BACS12ER3K12;24.04.2024
BACS12ER3K12GA;29.02.2024
BACS12ER3K13;09.02.2024
BACS12ER3K14;25.06.2024
BACS12ER3K15WH;03.11.2023
BACS12ER3K16;30.10.2023
BACS12ER3K34;31.07.2024
BACS12ER3K5;30.05.2024
BACS12ER3K7;27.05.2024
BACS12ER3K8;14.09.2023
BACS12ER4K12;09.07.2024
BACS12ER4K14;04.12.2023
BACS12ER4K16;04.12.2023
BACS12ER4K9;21.05.2024
BACS12FA-3K-10;30.11.2023
BACS12FA3K10;30.11.2023
BACS12FA3K10WH;15.11.2023
BACS12FA3K11;09.02.2024
BACS12FA3K12;26.03.2024
BACS12FA3K14;28.09.2023
BACS12FA3K14GA;29.02.2024
BACS12FA3K14GF;28.04.2024
BACS12FA3K14WS;11.01.2024
BACS12FA3K15;04.03.2024
BACS12FA3K15GF;28.04.2024
BACS12FA3K15WS;11.01.2024
BACS12FA3K17;22.06.2024
BACS12FA3K18;09.05.2024
BACS12FA3K20;02.05.2024
BACS12FA3K4;06.02.2024
BACS12FA3K5;19.02.2024
BACS12FA3K5GA;12.07.2024
BACS12FA3K6;19.10.2023
BACS12FA3K6BK;11.01.2024
BACS12FA3K6GA;13.11.2023
BACS12FA3K7;22.08.2024
BACS12FA3K7BK;20.03.2024
BACS12FA3K8;22.08.2024
BACS12FA3K8BK;15.11.2023
BACS12FA3K8GA;29.02.2024
BACS12FA3K8GD;25.03.2024
BACS12FA3K8GR;17.04.2024
BACS12FA3K8WH;01.10.2023
BACS12FA3K9;15.03.2024
BACS12FA3K9BK;20.03.2024
BACS12FA4K20;20.01.2024
BACS12GP3K18;15.04.2024
BACS12GP3L15;24.11.2023
BACS12GP3L18;27.11.2023
BACS12GR3L10;22.08.2024
BACS12GR3L14;23.01.2024
BACS12GR3L15;26.01.2024
BACS12GR3L16;18.04.2024
BACS12GR3L17;18.04.2024
BACS12GR3L18;18.04.2024
BACS12GR3T15;19.03.2024
BACS12GU08K8;30.05.2024
BACS12GU3K10;22.10.2023
BACS12GU3K11;30.10.2023
BACS12GU3K12;30.10.2023
BACS12GU3K13;05.01.2024
BACS12GU3K13D;17.10.2023
BACS12GU3K16;16.05.2024
BACS12GU3K18;05.09.2023
BACS12GU3K20D;15.06.2024
BACS12GU3K22;22.01.2024
BACS12GU3K24;30.10.2023
BACS12GU3K25;30.10.2023
BACS12GU3K26;30.10.2023
BACS12GU3K28;12.02.2024
BACS12GU3K29;02.04.2024
BACS12GU3K36;30.10.2023
BACS12GU3K4;18.01.2024
BACS12GU3K41;30.10.2023
BACS12GU3K45;29.02.2024
BACS12GU3K5;28.11.2023
BACS12GU3K6;11.06.2024
BACS12GU3K7;17.10.2023
BACS12GU3K8;30.10.2023
BACS12GU3K8D;24.10.2023
BACS12GU3K9;30.08.2023
BACS12GU4K16;24.10.2023
BACS12GX06E6;21.05.2024
BACS12GX08-14;13.04.2024
BACS12GX08U8P;27.01.2024
BACS12GX3A12;16.05.2024
BACS12GX3A16;27.02.2024
BACS12HB10A40B;31.01.2024
BACS12HB10C45B;29.01.2024
BACS12HE10B40K;06.08.2024
BACS12HE10B45K;06.08.2024
BACS12HE10C30K;12.10.2023
BACS12HE10C40K;30.05.2024
BACS12HE10C45K;08.10.2023
BACS12HE10C50K;30.05.2024
BACS12HE10C70K;12.10.2023
BACS12HJ04K7;25.06.2024
BACS12HJ3K10;07.12.2023
BACS12HJ3K11;28.12.2023
BACS12HJ3K13;05.01.2024
BACS12HJ3K18;09.02.2024
BACS12HJ3K5;17.11.2023
BACS12HL3A24;22.01.2024
BACS12HL3ABH8;13.06.2024
BACS12HL3AH6;29.02.2024
BACS12HL3AHU8;29.02.2024
BACS12HL3AK10;08.08.2023
BACS12HL3AK14;08.08.2023
BACS12HL3AK16;08.08.2023
BACS12HL3AK18;08.08.2023
BACS12HL3H6;13.11.2023
BACS12HL4A14;05.03.2024
BACS12HL4AK31;29.01.2024
BACS12HM04A5;28.05.2024
BACS12HM08A8;11.03.2024
BACS12HM08AH10;19.10.2023
BACS12HM08AH8;09.10.2023
BACS12HN04-5;27.05.2024
BACS12HN04-6;24.01.2024
BACS12HN04U6;29.02.2024
BACS12HN06-6;29.07.2024
BACS12HN06-8;10.02.2024
BACS12HN08-11;01.02.2024
BACS12HN08-8;22.03.2024
BACS12HN3-10;30.05.2024
BACS12HN3-11;03.10.2023
BACS12HN3-12;04.07.2024
BACS12HN3-14;03.04.2024
BACS12HN3-3;03.04.2024
BACS12HN3-4;10.04.2024
BACS12HN3-6;20.05.2024
BACS12HN3-7;22.11.2023
BACS12HN3-7D;25.03.2024
BACS12HN3-8;11.06.2024
BACS12HN3U8;21.02.2024
BACS12HN4-10;23.10.2023
BACS12HN4U8D;24.10.2023
BACS12HN5-12;08.04.2024
BACS12JE08K12WG;29.03.2024
BACS12N10-14;22.11.2023
BACS12N10-24;23.01.2024
BACS12N10-6;31.05.2024
BACS12N10-9;15.01.2024
BACS12W10-6;28.01.2024
BACS13AP04;22.04.2024
BACS13AP06;22.04.2024
BACS13AP08;22.04.2024
BACS13AP10;22.04.2024
BACS13AP10W;22.12.2023
BACS13AP12;22.04.2024
BACS13AP16;22.05.2024
BACS13AP20;22.05.2024
BACS13AP24;22.05.2024
BACS13BX04H;22.04.2024
BACS13BX06HP;22.04.2024
BACS13BX20HP;21.08.2024
BACS13CT3A;03.07.2024
BACS13CT3N;26.05.2024
BACS13CT4D;13.10.2023
BACS13S096B;08.02.2024
BACS13S109B;08.02.2024
BACS13S187C;08.02.2024
BACS13S205BNP;31.12.2023
BACS13S287CNP;15.02.2024
BACS14K-3;13.12.2023
BACS14K1;25.11.2023
BACS14K2;04.07.2024
BACS14K3;22.01.2024
BACS14K4;05.05.2024
BACS14K7;23.07.2024
BACS15B375;29.01.2024
BACS18AF1;30.10.2023
BACS18AF4Y;09.08.2024
BACS18AY5;07.03.2024
BACS21A27;19.08.2024
BACS21A35-12;10.10.2023
BACS21AE18C12;10.07.2024
BACS21AG4C12;19.02.2024
BACS21AG4D8;19.02.2024
BACS21AG4E13;19.03.2024
BACS21AG4F13;30.05.2024
BACS21AP120RP;25.06.2024
BACS21AP140RP;20.08.2024
BACS21AP160RP;28.09.2023
BACS21AP180RP;18.11.2023
BACS21AP200RP;07.05.2024
BACS21AP6620RP;26.02.2024
BACS21DX1;04.04.2024
BACS21ED10AR;28.09.2023
BACS21ED13AR;28.03.2024
BACS21ED13R;28.03.2024
BACS21ED22AR;28.03.2024
BACS21ED22R;28.03.2024
BACS21ED2AR;22.01.2024
BACS21ED7AR;29.03.2024
BACS21ED8AR;28.05.2024
BACS21ED9R;08.02.2024
BACS21EE16R;15.03.2024
BACS21EE17R;15.03.2024
BACS21EE4R;28.06.2024
BACS21EE5R;28.06.2024
BACS21EE6FR;06.08.2024
BACS21EE6R;06.08.2024
BACS21EE8R;23.10.2023
